Tanggal_Beli,Ticker,Harga_Beli,Lot,Total_Modal,Target_TP,Target_CL,Mode_Beli,Change_Beli
2026-09-25 07:23,JECX,1450.0,137,19894797.5,1522,1406,MANUAL,1.0452961672473868
2026-09-25 07:23,CMNT,750.0,266,19979925.0,788,728,MANUAL,1.351351351351351
2026-09-25 15:23,MKAP,1125.0,171,19266356.25,1181,1091,JADWAL,1.809954751131222
2026-09-25 15:23,GTRA,264.0,728,19248028.8,277,256,JADWAL,0.7633587786259541
2026-09-25 15:23,CTBN,3060.0,62,19000458.0,3213,2968,JADWAL,2.0
