Tanggal_Beli,Ticker,Harga_Beli,Lot,Total_Modal,Target_TP,Target_CL,Mode_Beli,Change_Beli
2026-09-25 07:23,BIPP,87.0,2295,19996449.750000004,91,84,MANUAL,33.84615384615385
2026-09-25 07:23,UNSP,320.0,624,19997952.0,336,310,MANUAL,25.0
2026-09-25 07:23,WAPO,352.0,567,19988337.6,370,341,MANUAL,24.822695035460992
2026-09-25 07:23,ASLI,486.0,410,19955889.0,510,471,MANUAL,17.391304347826086
2026-09-25 07:23,MEJA,130.0,1536,19997952.0,136,126,MANUAL,9.243697478991598
