Tanggal_Beli,Tanggal_Jual,Ticker,Harga_Beli,Harga_Jual,Status,Total_Return_Rp,Return_%,Mode_Beli,Change_Beli
2026-09-25 07:23,2026-09-25 09:22,EMMI,434.0,420.0,CUT_LOSS ✂️,-722246.0,-3.61,MANUAL,3.333333333333333
2026-09-25 07:23,2026-09-25 10:37,KINO,1385.0,1340.0,CUT_LOSS ✂️,-726156.0,-3.64,MANUAL,0.3623188405797101
2026-09-25 07:23,2026-09-25 14:52,CARS,129.0,125.0,CUT_LOSS ✂️,-697528.8,-3.49,MANUAL,3.2
2026-09-25 07:23,2026-09-25 15:37,BBMD,1995.0,1995.0,AUTO_SQUARE_OFF 🧹,-79800.0,-0.4,MANUAL,2.0460358056265986
2026-09-25 07:23,2026-09-25 15:37,SURE,3110.0,3100.0,AUTO_SQUARE_OFF 🧹,-143456.0,-0.72,MANUAL,3.6666666666666665
2026-09-25 15:23,2026-09-25 15:37,TARA,33.0,33.0,AUTO_SQUARE_OFF 🧹,-231409.2,-0.4,JADWAL,0.0
