Tanggal_Beli,Tanggal_Jual,Ticker,Harga_Beli,Harga_Jual,Status,Total_Return_Rp,Return_%,Mode_Beli,Change_Beli
2026-09-25 07:23,2026-09-25 09:12,BIPP,87.0,101.0,TAKE_PROFIT 🎯,3125101.5,15.63,MANUAL,33.84615384615385
2026-09-25 07:23,2026-09-25 09:12,UNSP,320.0,300.0,CUT_LOSS ✂️,-1324752.0,-6.62,MANUAL,25.0
2026-09-25 07:23,2026-09-25 09:12,MEJA,130.0,139.0,TAKE_PROFIT 🎯,1299072.0,6.5,MANUAL,9.243697478991598
2026-09-25 07:23,2026-09-25 09:22,LAND,76.0,71.0,CUT_LOSS ✂️,-1390077.05,-6.95,MANUAL,15.151515151515152
2026-09-25 07:23,2026-09-25 10:02,PART,119.0,114.0,CUT_LOSS ✂️,-916775.3,-4.58,MANUAL,9.174311926605505
2026-09-25 15:23,2026-09-25 15:37,MEJA,143.0,143.0,AUTO_SQUARE_OFF 🧹,-80480.4,-0.4,JADWAL,10.0
2026-09-25 15:23,2026-09-25 15:37,UVCR,195.0,199.0,AUTO_SQUARE_OFF 🧹,331272.0,1.64,JADWAL,10.16949152542373
2026-09-25 15:23,2026-09-25 15:37,WAPO,352.0,352.0,AUTO_SQUARE_OFF 🧹,-80396.8,-0.4,JADWAL,24.822695035460992
2026-09-25 15:23,2026-09-25 15:37,UNSP,340.0,344.0,AUTO_SQUARE_OFF 🧹,155696.0,0.77,JADWAL,6.25
2026-09-25 15:23,2026-09-25 15:37,MMIX,895.0,895.0,AUTO_SQUARE_OFF 🧹,-80192.0,-0.4,JADWAL,1.1299435028248588
