Tanggal_Beli,Tanggal_Jual,Ticker,Harga_Beli,Harga_Jual,Status,Total_Return_Rp,Return_%,Mode_Beli,Change_Beli
2026-09-25 07:23,2026-09-25 09:12,BIPP,87.0,101.0,TAKE_PROFIT 🎯,3125101.5,15.63,MANUAL,33.84615384615385
2026-09-25 07:23,2026-09-25 09:12,UNSP,320.0,300.0,CUT_LOSS ✂️,-1324752.0,-6.62,MANUAL,25.0
2026-09-25 07:23,2026-09-25 09:12,MEJA,130.0,139.0,TAKE_PROFIT 🎯,1299072.0,6.5,MANUAL,9.243697478991598
2026-09-25 07:23,2026-09-25 10:02,PART,119.0,114.0,CUT_LOSS ✂️,-916775.3,-4.58,MANUAL,9.174311926605505
2026-09-25 07:23,2026-09-25 15:37,ASLI,486.0,486.0,AUTO_SQUARE_OFF 🧹,-79704.0,-0.4,MANUAL,17.391304347826086
2026-09-25 15:23,2026-09-25 15:37,MEJA,143.0,143.0,AUTO_SQUARE_OFF 🧹,-82082.0,-0.4,JADWAL,10.0
2026-09-25 15:23,2026-09-25 15:37,WAPO,352.0,352.0,AUTO_SQUARE_OFF 🧹,-82086.4,-0.4,JADWAL,24.822695035460992
2026-09-25 15:23,2026-09-25 15:37,PCAR,56.0,56.0,AUTO_SQUARE_OFF 🧹,-82096.0,-0.4,JADWAL,9.803921568627452
2026-09-25 15:23,2026-09-25 15:37,UVCR,195.0,199.0,AUTO_SQUARE_OFF 🧹,337692.0,1.64,JADWAL,10.16949152542373
