Tanggal_Beli,Tanggal_Jual,Ticker,Harga_Beli,Harga_Jual,Status,Total_Return_Rp,Return_%,Mode_Beli,Change_Beli
2026-09-25 07:23,2026-09-25 09:12,BIPP,87.0,101.0,TAKE_PROFIT 🎯,3125101.5,15.63,MANUAL,33.84615384615385
2026-09-25 07:23,2026-09-25 09:12,MEJA,130.0,139.0,TAKE_PROFIT 🎯,1299072.0,6.5,MANUAL,9.243697478991598
2026-09-25 07:23,2026-09-25 11:02,GWSA,184.0,178.0,CUT_LOSS ✂️,-729228.5,-3.65,MANUAL,5.747126436781609
2026-09-25 07:23,2026-09-25 11:37,PCAR,51.0,55.0,TAKE_PROFIT 🎯,1482219.0,7.41,MANUAL,8.51063829787234
2026-09-25 07:23,2026-09-25 11:37,ANDI,23.0,22.0,CUT_LOSS ✂️,-945903.9,-4.73,MANUAL,9.523809523809524
2026-09-25 15:23,2026-09-25 15:37,PACK,650.0,650.0,AUTO_SQUARE_OFF 🧹,-83200.0,-0.4,JADWAL,7.43801652892562
2026-09-25 15:23,2026-09-25 15:37,PCAR,56.0,56.0,AUTO_SQUARE_OFF 🧹,-83238.4,-0.4,JADWAL,9.803921568627452
2026-09-25 15:23,2026-09-25 15:37,WINR,29.0,29.0,AUTO_SQUARE_OFF 🧹,-83253.2,-0.4,JADWAL,3.571428571428571
2026-09-25 15:23,2026-09-25 15:37,TAMU,27.0,27.0,AUTO_SQUARE_OFF 🧹,-83257.2,-0.4,JADWAL,8.0
2026-09-25 15:23,2026-09-25 15:37,ARGO,1300.0,1300.0,AUTO_SQUARE_OFF 🧹,-83200.0,-0.4,JADWAL,12.06896551724138
