Tanggal_Beli,Tanggal_Jual,Ticker,Harga_Beli,Harga_Jual,Status,Total_Return_Rp,Return_%
2026-09-18 07:54,2026-09-18 20:55,UVCR,174.0,178.0,LIQUIDATE MANUAL 🧨,377821.8,1.89
2026-09-18 07:54,2026-09-18 20:55,IDEA,112.0,123.0,LIQUIDATE MANUAL 🧨,1876518.35,9.38
2026-09-18 07:54,2026-09-18 20:55,CMNT,770.0,765.0,LIQUIDATE MANUAL 🧨,-208948.25,-1.05
2026-09-18 07:54,2026-09-18 20:55,PGEO,1055.0,1060.0,LIQUIDATE MANUAL 🧨,14505.75,0.07
2026-09-18 07:54,2026-09-18 20:55,BRMS,735.0,720.0,LIQUIDATE MANUAL 🧨,-485157.75,-2.43
