Tanggal_Beli,Tanggal_Jual,Ticker,Harga_Beli,Harga_Jual,Status,Total_Return_Rp,Return_%
2026-09-18 07:54,2026-09-18 20:55,GOTO,50.0,50.0,LIQUIDATE MANUAL 🧨,-79880.0,-0.4
2026-09-18 07:54,2026-09-18 20:55,MAXI,50.0,50.0,LIQUIDATE MANUAL 🧨,-79880.0,-0.4
2026-09-18 07:54,2026-09-18 20:55,DADA,50.0,50.0,LIQUIDATE MANUAL 🧨,-79880.0,-0.4
2026-09-18 07:54,2026-09-18 20:55,BABP,50.0,50.0,LIQUIDATE MANUAL 🧨,-79880.0,-0.4
