Tanggal_Beli,Tanggal_Jual,Ticker,Harga_Beli,Harga_Jual,Status,Total_Return_Rp,Return_%
2026-09-18 07:54,2026-09-18 20:55,BDKR,164.0,159.0,LIQUIDATE MANUAL 🧨,-686813.95,-3.44
2026-09-18 07:54,2026-09-18 20:55,BOLT,820.0,825.0,LIQUIDATE MANUAL 🧨,41492.25,0.21
2026-09-18 07:54,2026-09-18 20:55,ARTA,2340.0,2150.0,LIQUIDATE MANUAL 🧨,-1690522.5,-8.49
2026-09-18 07:54,2026-09-18 20:55,BRAM,4700.0,4680.0,LIQUIDATE MANUAL 🧨,-162750.0,-0.82
2026-09-18 07:54,2026-09-18 20:55,PDES,388.0,390.0,LIQUIDATE MANUAL 🧨,22770.2,0.11
