Tanggal_Beli,Tanggal_Jual,Ticker,Harga_Beli,Harga_Jual,Status,Total_Return_Rp,Return_%
2026-09-18 07:54,2026-09-18 20:55,ASPI,635.0,690.0,LIQUIDATE MANUAL 🧨,1642926.5,8.23
2026-09-18 07:54,2026-09-18 20:55,CASH,272.0,272.0,LIQUIDATE MANUAL 🧨,-79859.2,-0.4
2026-09-18 07:54,2026-09-18 20:55,LAPD,86.0,82.0,LIQUIDATE MANUAL 🧨,-1006354.8,-5.03
2026-09-18 07:54,2026-09-18 20:55,NOBU,540.0,530.0,LIQUIDATE MANUAL 🧨,-447781.5,-2.24
2026-09-18 07:54,2026-09-18 20:55,MMLP,320.0,338.0,LIQUIDATE MANUAL 🧨,1040520.0,5.2
