Tanggal_Beli,Ticker,Harga_Beli,Lot,Total_Modal,Target_TP,Target_CL,Mode_Beli,Change_Beli
2026-09-24 06:16,UNSP,256.0,780,19997952.0,269,248,MANUAL,24.271844660194176
2026-09-24 06:16,MAPI,1510.0,132,19961898.0,1586,1465,MANUAL,1.0033444816053512
2026-09-24 06:16,MAYA,210.0,950,19979925.0,220,204,MANUAL,0.0
2026-09-24 06:16,BSSR,5500.0,36,19829700.0,5775,5335,MANUAL,0.45662100456621
2026-09-24 06:16,BAJA,436.0,458,19998753.2,458,423,MANUAL,0.4608294930875576
2026-09-24 15:33,IRSX,444.0,1,44466.600000000006,466,431,JADWAL,0.9090909090909092
2026-09-24 15:33,BKDP,188.0,3,56484.600000000006,197,182,JADWAL,2.1739130434782608
2026-09-24 15:33,DEWI,222.0,2,44466.600000000006,233,215,JADWAL,-1.7699115044247788
