Tanggal_Beli,Ticker,Harga_Beli,Lot,Total_Modal,Target_TP,Target_CL,Mode_Beli,Change_Beli
2026-09-23 15:24,JGLE,69.0,1,6910.35,72,67,JADWAL,4.545454545454546
