Tanggal_Beli,Ticker,Harga_Beli,Lot,Total_Modal,Target_TP,Target_CL,Mode_Beli,Change_Beli
2026-09-23 15:24,MPXL,220.0,907,19983931.0,231,213,JADWAL,34.14634146341464
2026-09-23 15:24,UNSP,256.0,780,19997952.0,269,248,JADWAL,24.271844660194176
2026-09-23 15:24,PPRO,16.0,12481,19999554.4,17,16,JADWAL,6.666666666666667
