Tanggal_Beli,Ticker,Harga_Beli,Lot,Total_Modal,Target_TP,Target_CL,Mode_Beli,Change_Beli
2026-09-23 15:24,UNSP,256.0,780,19997952.0,269,248,JADWAL,24.271844660194176
2026-09-23 15:24,BAJA,440.0,453,19961898.0,462,427,JADWAL,1.3824884792626728
2026-09-23 15:24,RSCH,452.0,441,19963099.8,475,438,JADWAL,0.4444444444444444
2026-09-23 15:24,ASMI,17.0,63,107260.65,18,16,JADWAL,0.0
